,l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
4678,4645,1601,43,5,35,52591.0,0.03,0.07,A,F,1994-12-08,1994-11-25,1994-12-09,TAKE BACK RETURN,FOB,sias believe bl
4679,4645,415,45,6,27,35516.07,0.09,0.08,R,F,1994-11-26,1994-10-25,1994-12-04,NONE,SHIP,ously express pinto beans. ironic depos
4680,4645,302,3,7,42,50496.6,0.1,0.06,A,F,1994-12-31,1994-10-22,1995-01-28,DELIVER IN PERSON,AIR,e slyly regular pinto beans. thin
4681,4646,1902,47,1,24,43293.6,0.02,0.05,N,O,1996-09-18,1996-08-09,1996-09-21,TAKE BACK RETURN,RAIL,ic platelets lose carefully. blithely unu
4682,4646,1776,3,2,26,43622.02,0.07,0.0,N,O,1996-10-02,1996-08-25,1996-10-27,DELIVER IN PERSON,MAIL,ix according to the slyly spe
4683,4646,332,17,3,18,22181.94,0.01,0.0,N,O,1996-06-30,1996-08-10,1996-07-12,TAKE BACK RETURN,TRUCK,beans sleep car
4684,4646,392,93,4,38,49110.82,0.08,0.01,N,O,1996-09-01,1996-08-23,1996-09-27,COLLECT COD,SHIP,al platelets cajole. slyly final dol
4685,4646,259,87,5,22,25503.5,0.01,0.08,N,O,1996-07-14,1996-08-06,1996-07-29,DELIVER IN PERSON,MAIL,cies are blithely after the slyly reg
4686,4647,929,98,1,16,29278.72,0.09,0.07,R,F,1994-09-07,1994-07-15,1994-10-06,COLLECT COD,RAIL,o beans about the fluffily special the
4687,4647,1289,1,2,34,40469.52,0.01,0.02,R,F,1994-05-20,1994-06-20,1994-05-29,COLLECT COD,TRUCK,ly sly accounts
4688,4647,1467,68,3,27,36948.42,0.03,0.08,R,F,1994-05-20,1994-06-26,1994-05-30,NONE,FOB,ully even ti
4689,4647,1383,84,4,2,2568.76,0.04,0.07,R,F,1994-07-03,1994-07-22,1994-07-22,TAKE BACK RETURN,RAIL,dolites wake furiously special pinto be
4690,4647,1869,70,5,2,3541.72,0.07,0.06,A,F,1994-05-27,1994-08-05,1994-06-10,TAKE BACK RETURN,FOB, pinto beans believe furiously slyly silent
4691,4647,285,13,6,28,33187.84,0.02,0.03,A,F,1994-08-25,1994-08-06,1994-09-18,DELIVER IN PERSON,FOB, are above the fluffily fin
4692,4672,582,13,1,22,32616.76,0.01,0.07,N,O,1995-12-03,1995-12-08,1995-12-17,COLLECT COD,AIR,l instructions. blithely ironic packages 
4693,4672,610,42,2,41,61935.01,0.0,0.0,N,O,1995-12-01,1995-12-15,1995-12-12,COLLECT COD,RAIL, slyly quie
4694,4672,1621,4,3,24,36542.88,0.04,0.03,N,O,1995-11-11,1995-12-28,1995-12-04,NONE,REG AIR,y fluffily stealt
4695,4672,562,23,4,13,19013.28,0.1,0.03,N,O,1996-02-02,1995-12-13,1996-03-02,DELIVER IN PERSON,RAIL,ar requests? pending accounts against
4696,4672,541,2,5,45,64869.3,0.08,0.07,N,O,1996-02-07,1996-01-16,1996-02-14,DELIVER IN PERSON,MAIL, platelets use amon
4697,4672,1410,50,6,20,26228.2,0.02,0.07,N,O,1995-12-08,1996-01-25,1995-12-19,COLLECT COD,REG AIR,s boost at the ca
4698,4672,719,16,7,38,61548.98,0.01,0.01,N,O,1995-11-28,1995-12-08,1995-12-13,COLLECT COD,SHIP,"ests. idle, regular ex"
4699,4673,167,68,1,8,8537.28,0.08,0.01,N,O,1996-10-12,1996-10-05,1996-11-04,TAKE BACK RETURN,FOB,lithely final re
4700,4673,1009,10,2,44,40040.0,0.06,0.01,N,O,1996-12-11,1996-10-31,1997-01-08,DELIVER IN PERSON,RAIL, gifts cajole dari
4701,4673,1223,98,3,9,10117.98,0.04,0.07,N,O,1996-10-15,1996-09-30,1996-10-30,DELIVER IN PERSON,MAIL,ages nag across 
4702,4674,1491,31,1,50,69624.5,0.07,0.08,A,F,1994-05-13,1994-06-15,1994-06-05,COLLECT COD,RAIL,haggle about the blithel
4703,4674,1888,32,2,35,62645.8,0.02,0.05,A,F,1994-08-02,1994-06-04,1994-08-21,COLLECT COD,FOB,le quickly after the express sent
4704,4674,1105,42,3,3,3018.3,0.01,0.05,A,F,1994-07-19,1994-05-28,1994-07-23,TAKE BACK RETURN,RAIL, regular requests na
4705,4674,122,49,4,21,21464.52,0.02,0.08,R,F,1994-05-08,1994-07-02,1994-06-04,COLLECT COD,RAIL,ent accounts sublate deposits. instruc
4706,4675,1704,5,1,6,9634.2,0.0,0.05,R,F,1994-01-22,1994-01-06,1994-02-12,TAKE BACK RETURN,TRUCK, unusual ideas thrash bl
4707,4675,1437,16,2,12,16061.16,0.0,0.04,A,F,1993-12-22,1994-01-12,1993-12-23,TAKE BACK RETURN,AIR,posits affix carefully
4708,4675,1810,11,3,5,8559.05,0.05,0.05,A,F,1994-01-16,1994-01-05,1994-01-18,DELIVER IN PERSON,RAIL,lent pinto beans
4709,4675,337,22,4,26,32170.58,0.03,0.01,A,F,1993-12-16,1993-12-29,1993-12-23,DELIVER IN PERSON,SHIP,nts. express requests are quickly 
4710,4675,805,6,5,18,30704.4,0.01,0.08,R,F,1994-02-23,1994-01-18,1994-03-05,TAKE BACK RETURN,FOB,cajole unusual dep
4711,4675,1181,82,6,1,1082.18,0.1,0.06,R,F,1994-03-18,1994-02-14,1994-04-17,NONE,SHIP,unts. caref
4712,4676,1647,30,1,47,72786.08,0.03,0.06,N,O,1995-12-20,1995-10-04,1996-01-09,NONE,AIR,lithely about the carefully special requ
4713,4676,51,2,2,33,31384.65,0.08,0.05,N,O,1995-12-29,1995-10-01,1996-01-18,TAKE BACK RETURN,FOB,yly express 
4714,4676,1452,92,3,4,5413.8,0.1,0.06,N,O,1995-12-12,1995-10-22,1995-12-13,TAKE BACK RETURN,TRUCK,detect above the ironic platelets. fluffily
4715,4676,1109,10,4,50,50505.0,0.07,0.01,N,O,1995-09-20,1995-11-20,1995-10-18,TAKE BACK RETURN,AIR,r deposits boost boldly quickly quick asymp
4716,4676,1211,49,5,29,32254.09,0.01,0.02,N,O,1995-12-29,1995-11-12,1996-01-06,TAKE BACK RETURN,RAIL,ly regular theodolites sleep.
4717,4676,456,57,6,8,10851.6,0.08,0.08,N,O,1995-12-05,1995-10-18,1996-01-02,COLLECT COD,AIR,cuses boost above
4718,4676,633,96,7,13,19937.19,0.05,0.07,N,O,1995-11-18,1995-11-07,1995-12-10,TAKE BACK RETURN,TRUCK, at the slyly bold attainments. silently e
4719,4677,1279,17,1,25,29506.75,0.04,0.04,N,O,1998-04-11,1998-05-11,1998-04-18,TAKE BACK RETURN,REG AIR,unts doubt furiousl
4720,4678,574,5,1,35,51609.95,0.04,0.08,N,O,1998-11-27,1998-10-02,1998-12-17,TAKE BACK RETURN,AIR,he accounts. fluffily bold sheaves b
4721,4678,1167,4,2,18,19226.88,0.03,0.06,N,O,1998-10-30,1998-09-22,1998-11-25,TAKE BACK RETURN,SHIP,usly ironic 
4722,4678,954,23,3,13,24114.35,0.1,0.07,N,O,1998-11-03,1998-10-17,1998-11-06,TAKE BACK RETURN,SHIP,its. carefully final fr
4723,4678,218,73,4,23,25718.83,0.06,0.05,N,O,1998-09-03,1998-09-20,1998-09-04,DELIVER IN PERSON,SHIP,ily sly deposi
4724,4678,1778,79,5,40,67190.8,0.03,0.07,N,O,1998-11-11,1998-10-27,1998-11-24,TAKE BACK RETURN,AIR,". final, unusual requests sleep thinl"
4725,4679,1892,79,1,7,12557.23,0.1,0.05,R,F,1993-05-11,1993-04-11,1993-05-16,NONE,TRUCK,"kages. bold, regular packa"
4726,4704,780,77,1,14,23530.92,0.04,0.04,N,O,1996-10-27,1996-11-02,1996-11-07,DELIVER IN PERSON,TRUCK, above the slyly final requests. quickly 
4727,4704,277,5,2,7,8240.89,0.03,0.04,N,O,1996-12-04,1996-10-30,1996-12-23,DELIVER IN PERSON,SHIP,ers wake car
4728,4704,631,32,3,44,67391.72,0.02,0.05,N,O,1996-09-02,1996-10-07,1996-09-17,DELIVER IN PERSON,REG AIR,out the care
4729,4705,1108,81,1,22,22200.2,0.04,0.04,R,F,1992-07-05,1992-05-11,1992-07-29,DELIVER IN PERSON,SHIP, fluffily pending accounts ca
4730,4705,306,35,2,14,16888.2,0.0,0.08,R,F,1992-07-14,1992-05-23,1992-07-25,DELIVER IN PERSON,TRUCK,ain carefully amon
4731,4705,555,16,3,16,23288.8,0.07,0.08,R,F,1992-07-02,1992-06-06,1992-07-06,DELIVER IN PERSON,RAIL,special ideas nag sl
4732,4705,1292,4,4,31,36991.99,0.03,0.03,R,F,1992-04-03,1992-05-30,1992-04-05,COLLECT COD,TRUCK,furiously final accou
4733,4705,1625,8,5,28,42745.36,0.1,0.01,A,F,1992-06-03,1992-06-07,1992-06-22,DELIVER IN PERSON,MAIL,tes wake according to the unusual plate
4734,4705,1838,82,6,23,40016.09,0.06,0.03,R,F,1992-06-22,1992-06-11,1992-07-18,DELIVER IN PERSON,MAIL, above the furiously ev
4735,4705,886,53,7,40,71475.2,0.08,0.06,A,F,1992-04-19,1992-04-28,1992-05-07,COLLECT COD,TRUCK,blithely. sly
4736,4706,1819,63,1,37,63669.97,0.02,0.06,A,F,1993-02-20,1993-03-05,1993-03-03,DELIVER IN PERSON,TRUCK,kly final deposits c
4737,4706,1212,13,2,23,25603.83,0.03,0.01,A,F,1993-04-01,1993-03-13,1993-05-01,COLLECT COD,FOB,deas across t
4738,4706,672,35,3,6,9436.02,0.01,0.04,R,F,1993-01-20,1993-03-18,1993-01-26,NONE,MAIL,efully eve
4739,4706,1155,92,4,5,5280.75,0.06,0.06,R,F,1993-02-14,1993-01-31,1993-02-26,NONE,REG AIR,ptotes haggle ca
4740,4706,492,22,5,27,37597.23,0.06,0.08,A,F,1993-04-04,1993-03-11,1993-04-09,COLLECT COD,REG AIR,into beans. finally special instruct
4741,4707,336,93,1,7,8654.31,0.02,0.05,R,F,1995-05-14,1995-04-06,1995-06-06,COLLECT COD,SHIP,ecial sheaves boost blithely accor
4742,4707,1356,33,2,49,61610.15,0.0,0.07,N,F,1995-06-17,1995-05-16,1995-06-25,COLLECT COD,FOB, alongside of the slyly ironic instructio
4743,4708,1910,99,1,18,32614.38,0.02,0.04,A,F,1994-11-11,1994-11-15,1994-11-26,NONE,REG AIR,"special, eve"
4744,4708,741,38,2,5,8208.7,0.05,0.05,A,F,1994-10-15,1994-12-02,1994-11-12,COLLECT COD,MAIL,ely. carefully sp
4745,4708,769,2,3,32,53432.32,0.04,0.07,A,F,1994-11-12,1994-11-14,1994-11-23,TAKE BACK RETURN,MAIL,the accounts. e
4746,4709,244,45,1,25,28606.0,0.03,0.05,N,O,1996-02-21,1996-02-11,1996-03-17,DELIVER IN PERSON,AIR,deposits grow. fluffily unusual accounts 
4747,4709,1761,88,2,25,41569.0,0.05,0.03,N,O,1996-01-22,1996-03-03,1996-02-21,DELIVER IN PERSON,REG AIR,"inst the ironic, regul"
4748,4710,1827,57,1,40,69152.8,0.1,0.08,A,F,1995-03-09,1995-02-25,1995-03-29,TAKE BACK RETURN,AIR,cross the blithely bold packages. silen
4749,4710,1273,11,2,47,55190.69,0.04,0.01,R,F,1995-02-22,1995-01-12,1995-02-28,NONE,RAIL,"blithely express packages. even, ironic re"
4750,4711,1324,25,1,7,8577.24,0.03,0.01,N,O,1998-05-12,1998-06-24,1998-05-24,COLLECT COD,MAIL,ly. bold accounts use fluff
4751,4711,1441,42,2,15,20136.6,0.08,0.07,N,O,1998-06-09,1998-07-30,1998-06-18,COLLECT COD,SHIP, beans wake. deposits could bo
4752,4711,1491,92,3,22,30634.78,0.02,0.03,N,O,1998-06-21,1998-06-18,1998-07-19,TAKE BACK RETURN,REG AIR,along the quickly careful packages. bli
4753,4711,641,35,4,8,12333.12,0.07,0.0,N,O,1998-06-17,1998-06-13,1998-06-27,TAKE BACK RETURN,SHIP,g to the carefully ironic deposits. specia
4754,4711,489,48,5,15,20842.2,0.05,0.01,N,O,1998-09-03,1998-07-15,1998-09-13,TAKE BACK RETURN,SHIP,ld requests: furiously final inst
4755,4711,1157,58,6,45,47616.75,0.05,0.06,N,O,1998-05-19,1998-07-14,1998-05-21,COLLECT COD,SHIP, ironic theodolites 
4756,4711,452,40,7,18,24344.1,0.05,0.04,N,O,1998-07-03,1998-07-31,1998-07-23,DELIVER IN PERSON,RAIL, blithely. bold asymptote
4757,4736,1956,89,1,26,48306.7,0.03,0.03,N,O,1996-02-02,1996-01-18,1996-02-09,DELIVER IN PERSON,AIR,efully speci
4758,4736,34,10,2,43,40163.29,0.06,0.07,N,O,1996-02-05,1995-12-21,1996-02-06,COLLECT COD,MAIL,quests. carefully 
4759,4737,1902,35,1,37,66744.3,0.03,0.04,R,F,1993-05-17,1993-04-10,1993-05-30,DELIVER IN PERSON,TRUCK,s. fluffily regular 
4760,4737,684,16,2,22,34862.96,0.04,0.04,A,F,1993-03-29,1993-05-22,1993-04-16,TAKE BACK RETURN,RAIL, hang fluffily around t
4761,4738,1868,98,1,9,15928.74,0.04,0.04,A,F,1992-06-01,1992-06-26,1992-06-02,COLLECT COD,TRUCK,posits serve slyly. unusual pint
4762,4738,1725,68,2,16,26027.52,0.07,0.08,A,F,1992-06-17,1992-06-20,1992-06-21,NONE,MAIL,nic deposits are slyly! carefu
4763,4738,992,27,3,50,94649.5,0.04,0.02,A,F,1992-06-18,1992-07-04,1992-07-07,TAKE BACK RETURN,TRUCK,the blithely ironic braids sleep slyly
4764,4738,283,11,4,22,26032.16,0.02,0.08,A,F,1992-05-25,1992-05-19,1992-06-12,COLLECT COD,SHIP,"ld, even packages. furio"
4765,4738,1863,64,5,13,22943.18,0.04,0.05,R,F,1992-05-30,1992-06-11,1992-06-26,COLLECT COD,AIR, wake. unusual platelets for the
4766,4738,1586,7,6,10,14875.8,0.1,0.01,R,F,1992-07-10,1992-06-16,1992-07-25,TAKE BACK RETURN,SHIP,hins above the
4767,4738,828,28,7,28,48406.96,0.05,0.07,A,F,1992-06-09,1992-07-05,1992-06-25,NONE,AIR,e furiously ironic excuses. care
4768,4739,1680,81,1,8,12653.44,0.07,0.07,R,F,1993-06-22,1993-05-10,1993-07-11,TAKE BACK RETURN,SHIP,cording to the 
4769,4739,1841,85,2,31,54028.04,0.09,0.06,R,F,1993-06-20,1993-05-18,1993-06-26,COLLECT COD,SHIP,blithely special pin
4770,4739,992,95,3,30,56789.7,0.09,0.0,A,F,1993-05-29,1993-04-12,1993-06-18,NONE,TRUCK,ly even packages use across th
4771,4740,23,24,1,22,20306.44,0.06,0.01,N,O,1996-10-04,1996-08-17,1996-10-05,TAKE BACK RETURN,RAIL,final dependencies nag 
4772,4740,1523,44,2,24,34188.48,0.08,0.02,N,O,1996-09-10,1996-09-27,1996-10-07,TAKE BACK RETURN,TRUCK,hely regular deposits
4773,4741,728,93,1,24,39089.28,0.0,0.01,A,F,1992-09-16,1992-09-19,1992-09-20,DELIVER IN PERSON,RAIL,deas boost furiously slyly regular id
4774,4741,1122,23,2,16,16369.92,0.01,0.07,R,F,1992-08-25,1992-08-10,1992-08-29,TAKE BACK RETURN,FOB,final foxes haggle r
4775,4741,1557,78,3,24,35005.2,0.05,0.08,A,F,1992-11-04,1992-08-14,1992-11-06,TAKE BACK RETURN,MAIL,even requests.
4776,4741,510,1,4,39,55009.89,0.09,0.06,R,F,1992-10-28,1992-10-03,1992-11-11,COLLECT COD,SHIP,"t, regular requests"
4777,4741,1786,87,5,40,67511.2,0.09,0.03,R,F,1992-09-20,1992-09-23,1992-10-09,TAKE BACK RETURN,REG AIR, fluffily slow deposits. fluffily regu
4778,4741,1567,8,6,34,49931.04,0.02,0.07,R,F,1992-08-25,1992-08-18,1992-09-20,DELIVER IN PERSON,RAIL,sly special packages after the furiously
4779,4742,1556,97,1,32,46641.6,0.1,0.08,R,F,1995-04-04,1995-06-12,1995-04-19,COLLECT COD,RAIL,eposits boost blithely. carefully regular a
4780,4742,1549,70,2,29,42065.66,0.02,0.03,N,F,1995-06-15,1995-05-05,1995-06-24,COLLECT COD,REG AIR,integrate closely among t
4781,4742,711,8,3,15,24175.65,0.06,0.04,N,O,1995-07-20,1995-05-26,1995-08-11,NONE,SHIP,terns are sl
4782,4742,1880,10,4,31,55238.28,0.05,0.08,N,F,1995-06-13,1995-05-08,1995-06-24,COLLECT COD,REG AIR,ke slyly among the furiousl
4783,4742,994,95,5,45,85274.55,0.05,0.0,R,F,1995-05-12,1995-05-14,1995-06-07,TAKE BACK RETURN,RAIL,ke carefully. do
4784,4743,595,56,1,19,28416.21,0.04,0.07,A,F,1993-06-23,1993-05-03,1993-07-20,COLLECT COD,AIR,hely even accounts
4785,4743,1584,65,2,3,4456.74,0.01,0.03,R,F,1993-04-14,1993-06-08,1993-05-09,NONE,TRUCK,al requests. express idea
4786,4743,730,95,3,21,34245.33,0.08,0.03,A,F,1993-07-02,1993-06-15,1993-07-26,DELIVER IN PERSON,RAIL,ake blithely against the packages. reg
4787,4743,336,37,4,27,33380.91,0.08,0.05,R,F,1993-07-26,1993-05-27,1993-08-24,DELIVER IN PERSON,AIR,aids use. express deposits
4788,4768,359,16,1,5,6296.75,0.0,0.03,R,F,1993-12-27,1994-02-09,1994-01-11,NONE,MAIL,egular accounts. bravely final fra
4789,4769,343,28,1,16,19893.44,0.08,0.05,N,O,1995-07-16,1995-07-05,1995-07-22,TAKE BACK RETURN,FOB, deposits. slyly even asymptote
4790,4769,630,24,2,34,52041.42,0.06,0.07,N,O,1995-07-26,1995-05-18,1995-08-03,COLLECT COD,REG AIR,ven instructions. ca
4791,4769,465,24,3,36,49156.56,0.1,0.03,N,O,1995-07-22,1995-06-16,1995-08-11,NONE,RAIL,. slyly even deposit
4792,4769,685,86,4,45,71355.6,0.08,0.06,R,F,1995-06-01,1995-07-13,1995-06-04,TAKE BACK RETURN,RAIL,accounts are. even accounts sleep
4793,4769,1117,54,5,15,15271.65,0.07,0.08,N,F,1995-06-12,1995-07-07,1995-07-04,NONE,SHIP,egular platelets can cajole across the 
4794,4770,320,5,1,41,50033.12,0.0,0.08,N,O,1995-09-04,1995-08-08,1995-09-10,COLLECT COD,FOB,ithely even packages sleep caref
4795,4770,1561,2,2,30,43876.8,0.09,0.07,N,O,1995-08-25,1995-08-27,1995-09-07,COLLECT COD,SHIP,ffily carefully ironic ideas. ironic d
4796,4771,487,88,1,9,12487.32,0.01,0.0,R,F,1993-02-28,1993-02-19,1993-03-25,NONE,FOB,riously after the packages. fina
4797,4771,154,55,2,21,22137.15,0.09,0.01,R,F,1993-01-19,1993-02-10,1993-02-01,NONE,FOB,fluffily pendi
4798,4771,116,17,3,5,5080.55,0.06,0.08,R,F,1993-01-07,1993-01-19,1993-01-26,NONE,RAIL,"ar, quiet accounts nag furiously express id"
4799,4771,85,36,4,21,20686.68,0.05,0.04,A,F,1992-12-20,1993-01-22,1992-12-26,TAKE BACK RETURN,SHIP, carefully re
4800,4772,869,70,1,1,1769.86,0.1,0.0,R,F,1994-11-13,1994-10-25,1994-11-15,DELIVER IN PERSON,AIR,ans. slyly even acc
4801,4772,1456,35,2,16,21719.2,0.07,0.06,R,F,1994-10-27,1994-12-07,1994-10-29,TAKE BACK RETURN,MAIL,egular accounts wake s
4802,4772,948,49,3,31,57317.14,0.02,0.04,A,F,1994-10-02,1994-10-21,1994-10-13,TAKE BACK RETURN,FOB,ests are thinly. furiously unusua
4803,4772,708,73,4,15,24130.5,0.02,0.07,R,F,1994-09-19,1994-10-22,1994-09-26,COLLECT COD,TRUCK," requests. express, regular th"
4804,4773,1432,33,1,23,30668.89,0.0,0.08,N,O,1996-01-01,1996-03-19,1996-01-04,NONE,FOB,ly express grouches wak
4805,4773,1965,10,2,36,67210.56,0.09,0.04,N,O,1996-04-08,1996-03-03,1996-05-01,COLLECT COD,REG AIR, dependencies. quickly
4806,4773,1661,62,3,49,76570.34,0.05,0.02,N,O,1996-01-26,1996-02-29,1996-01-27,TAKE BACK RETURN,FOB,y final reque
4807,4773,194,73,4,49,53615.31,0.09,0.04,N,O,1996-01-12,1996-02-17,1996-02-05,TAKE BACK RETURN,TRUCK,ly pending theodolites cajole caref
4808,4773,1495,74,5,20,27929.8,0.02,0.07,N,O,1995-12-28,1996-02-17,1996-01-15,COLLECT COD,TRUCK, blithely final deposits nag after t
4809,4773,1893,37,6,11,19743.79,0.1,0.06,N,O,1996-01-02,1996-01-29,1996-01-24,DELIVER IN PERSON,REG AIR,en accounts. slyly b
4810,4773,1574,55,7,6,8853.42,0.07,0.01,N,O,1996-03-09,1996-03-18,1996-03-27,NONE,AIR,latelets haggle s
4811,4774,832,66,1,45,77977.35,0.1,0.0,R,F,1993-07-07,1993-06-08,1993-07-31,COLLECT COD,TRUCK, haggle busily afte
4812,4774,389,18,2,4,5157.52,0.02,0.03,A,F,1993-08-03,1993-05-30,1993-08-19,COLLECT COD,FOB,xes according to the foxes wake above the f
4813,4774,1725,26,3,47,76455.84,0.1,0.08,R,F,1993-06-13,1993-07-04,1993-07-09,TAKE BACK RETURN,FOB,regular dolphins above the furi
4814,4774,1292,4,4,30,35798.7,0.05,0.08,A,F,1993-08-18,1993-06-08,1993-08-21,DELIVER IN PERSON,REG AIR,tions against the blithely final theodolit
4815,4775,740,73,1,1,1640.74,0.1,0.02,N,O,1995-09-06,1995-09-28,1995-09-29,DELIVER IN PERSON,MAIL,furiously ironic theodolite
4816,4775,1528,69,2,37,52892.24,0.02,0.01,N,O,1995-09-06,1995-09-28,1995-09-28,COLLECT COD,TRUCK,ts. pinto beans use according to th
4817,4775,1523,44,3,34,48433.68,0.09,0.06,N,O,1995-09-14,1995-10-15,1995-09-21,DELIVER IN PERSON,MAIL,onic epitaphs. f
4818,4775,1185,94,4,39,42361.02,0.07,0.04,N,O,1995-08-30,1995-10-12,1995-09-20,NONE,AIR,eep never with the slyly regular acc
4819,4800,965,34,1,11,20525.56,0.03,0.03,R,F,1992-01-27,1992-03-16,1992-02-19,TAKE BACK RETURN,RAIL,ic dependenc
4820,4800,255,10,2,1,1155.25,0.06,0.06,A,F,1992-02-23,1992-03-16,1992-03-20,TAKE BACK RETURN,MAIL,nal accounts are blithely deposits. bol
4821,4800,106,59,3,21,21128.1,0.09,0.05,A,F,1992-02-14,1992-03-15,1992-02-26,NONE,SHIP,ithely according to 
4822,4800,1753,54,4,38,62880.5,0.1,0.08,R,F,1992-02-01,1992-02-28,1992-02-21,NONE,TRUCK,s sleep fluffily. furiou
4823,4800,523,24,5,24,34164.48,0.08,0.04,R,F,1992-01-14,1992-02-23,1992-01-25,NONE,TRUCK,ully carefully r
4824,4801,1840,70,1,37,64448.08,0.1,0.02,N,O,1996-03-09,1996-02-29,1996-03-25,TAKE BACK RETURN,FOB,uests hinder blithely against the instr
4825,4801,253,81,2,34,39210.5,0.03,0.02,N,O,1996-02-05,1996-04-16,1996-02-23,NONE,SHIP,y final requests 
4826,4801,1093,94,3,4,3976.36,0.04,0.04,N,O,1996-03-23,1996-04-04,1996-03-25,COLLECT COD,RAIL,"pitaphs. regular, reg"
4827,4801,912,13,4,39,70703.49,0.07,0.01,N,O,1996-03-19,1996-03-21,1996-04-17,TAKE BACK RETURN,REG AIR,warhorses wake never for the care
4828,4802,395,96,1,6,7772.34,0.0,0.06,N,O,1997-04-16,1997-03-25,1997-04-21,TAKE BACK RETURN,SHIP,unusual accounts wake blithely. b
4829,4803,1311,88,1,2,2424.62,0.08,0.03,N,O,1996-04-16,1996-03-20,1996-05-15,NONE,REG AIR,gular reque
4830,4803,1752,79,2,47,77726.25,0.1,0.0,N,O,1996-03-14,1996-03-30,1996-03-15,DELIVER IN PERSON,FOB,ly final excuses. slyly express requ
4831,4803,1958,3,3,42,78117.9,0.04,0.08,N,O,1996-04-27,1996-05-05,1996-05-17,NONE,TRUCK, accounts affix quickly ar
4832,4803,214,69,4,24,26741.04,0.1,0.04,N,O,1996-02-24,1996-04-02,1996-02-28,NONE,MAIL,t blithely slyly special decoys. 
4833,4803,1882,12,5,21,37461.48,0.03,0.06,N,O,1996-05-25,1996-03-15,1996-06-09,COLLECT COD,FOB, silent packages use. b
4834,4803,1936,37,6,19,34920.67,0.07,0.0,N,O,1996-04-20,1996-03-25,1996-04-27,TAKE BACK RETURN,RAIL,"sts. enticing, even"
4835,4804,1271,83,1,44,51579.88,0.06,0.08,A,F,1992-05-02,1992-03-24,1992-05-28,TAKE BACK RETURN,AIR,aggle quickly among the slyly fi
4836,4804,350,7,2,41,51264.35,0.1,0.02,R,F,1992-04-06,1992-04-12,1992-05-03,COLLECT COD,MAIL,. deposits haggle express tithes?
4837,4804,649,12,3,33,51138.12,0.09,0.05,A,F,1992-03-02,1992-04-14,1992-03-13,DELIVER IN PERSON,AIR,", thin excuses. "
4838,4805,1493,94,1,7,9761.43,0.09,0.03,A,F,1992-05-01,1992-07-09,1992-05-09,NONE,FOB, requests. regular deposit
4839,4805,1890,34,2,45,80635.05,0.02,0.03,R,F,1992-06-16,1992-06-08,1992-07-03,NONE,TRUCK,the furiously sly t
4840,4805,1539,60,3,44,63383.32,0.01,0.02,R,F,1992-05-14,1992-06-23,1992-05-25,DELIVER IN PERSON,SHIP,eposits sleep furiously qui
4841,4805,643,6,4,13,20067.32,0.04,0.04,R,F,1992-07-16,1992-06-07,1992-08-10,COLLECT COD,AIR,its serve about the accounts. slyly regu
4842,4805,86,87,5,42,41415.36,0.03,0.03,R,F,1992-08-17,1992-07-03,1992-09-14,NONE,REG AIR,"the regular, fina"
4843,4805,1360,37,6,18,22704.48,0.06,0.04,A,F,1992-06-07,1992-07-10,1992-06-12,COLLECT COD,TRUCK,"o use pending, unusu"
4844,4806,151,52,1,26,27329.9,0.1,0.05,R,F,1993-05-28,1993-06-07,1993-05-29,DELIVER IN PERSON,SHIP, bold pearls sublate blithely. quickly pe
4845,4806,712,9,2,6,9676.26,0.01,0.06,A,F,1993-05-17,1993-07-19,1993-05-29,TAKE BACK RETURN,SHIP,even theodolites. packages sl
4846,4806,289,17,3,8,9514.24,0.09,0.0,A,F,1993-05-08,1993-07-16,1993-05-28,NONE,TRUCK,requests boost blithely. qui
4847,4807,1220,95,1,9,10090.98,0.04,0.08,N,O,1997-04-23,1997-03-01,1997-05-15,TAKE BACK RETURN,TRUCK,may are blithely. carefully even pinto b
4848,4807,98,99,2,41,40921.69,0.07,0.08,N,O,1997-05-02,1997-03-31,1997-05-15,TAKE BACK RETURN,AIR, fluffily re
4849,4807,1444,45,3,34,45744.96,0.06,0.02,N,O,1997-01-31,1997-03-13,1997-02-01,NONE,SHIP,ecial ideas. deposits according to the fin
4850,4807,1894,81,4,32,57468.48,0.05,0.0,N,O,1997-04-04,1997-03-21,1997-04-16,NONE,RAIL,efully even dolphins slee
4851,4807,1588,9,5,2,2979.16,0.02,0.05,N,O,1997-05-09,1997-04-03,1997-06-05,TAKE BACK RETURN,RAIL,deas wake bli
4852,4807,1591,92,6,22,32836.98,0.09,0.06,N,O,1997-03-13,1997-02-23,1997-04-01,NONE,FOB,es use final excuses. furiously final
4853,4832,148,49,1,23,24107.22,0.03,0.01,N,O,1997-12-05,1998-01-05,1997-12-10,NONE,RAIL,y express depo
4854,4832,1514,35,2,10,14155.1,0.0,0.06,N,O,1998-01-08,1998-02-01,1998-01-11,DELIVER IN PERSON,MAIL,ly. blithely bold pinto beans should have
4855,4832,1483,23,3,4,5537.92,0.04,0.01,N,O,1998-01-16,1998-02-12,1998-02-08,TAKE BACK RETURN,AIR,ages. slyly express deposits cajole car
4856,4832,639,40,4,6,9237.78,0.02,0.01,N,O,1997-12-08,1998-02-03,1997-12-10,COLLECT COD,TRUCK,ages cajole after the bold requests. furi
